weakness,subjectPeriodStart,subjectPeriodEnd,historicalClass,supplier,documentType,activeTargetCount
"W04_WET_INTERMEDIATE","1972","1976","Group 4 Special GT — 1970-1981","Goodyear","technical paper","1"
"W04_WET_INTERMEDIATE","1950","1955","AAA Championship Car / Indianapolis","Bridgestone/other","period technical/race article","1"
"W04_WET_INTERMEDIATE","1994","1996","BPR Global GT","Pirelli","government technical report","1"
"W04_WET_INTERMEDIATE","1977","1981","Formula 2 — 1972-1984","Firestone","technical paper","1"
"W04_WET_INTERMEDIATE","1963","1965","Group 2 / ETCC — 1963-1969","Dunlop","government technical report","1"
"W04_WET_INTERMEDIATE","1997","2001","General Tire Mechanics","Avon","supplier racing document","1"
"W04_WET_INTERMEDIATE","1982","1986","NASCAR stock car — 1972-1991","Michelin","government technical report","1"
"W04_WET_INTERMEDIATE","1966","1971","Historic Racing Reference","Firestone","technical paper","1"
"W04_WET_INTERMEDIATE","2002","1969","Group 4 Sports Cars — 1966-1969","Dunlop","government technical report","1"
"W04_WET_INTERMEDIATE","1987","1991","Group C","Avon","period technical/race article","1"
"W04_WET_INTERMEDIATE","1972","1976","Sports racing / prototypes — 1972-1981","Michelin","government technical report","1"
"W04_WET_INTERMEDIATE","1950","1959","Japanese GT / touring — pre-JGTC","Goodyear","supplier racing document","1"
"W04_WET_INTERMEDIATE","1992","1996","Historic Racing Reference","Bridgestone/other","government technical report","1"
"W04_WET_INTERMEDIATE","1977","1981","IMSA GT — 1971-1981","Pirelli","period technical/race article","1"
"W04_WET_INTERMEDIATE","1997","2001","FIA GT — 1997-2009","Dunlop","technical report","1"
"W04_WET_INTERMEDIATE","1982","1984","Formula 2 — 1972-1984","Avon","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1966","1969","Group 2 / ETCC — 1963-1969","Michelin","technical report","1"
"W04_WET_INTERMEDIATE","2002","2010","General Tire Mechanics","Goodyear","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1987","1991","NASCAR stock car — 1972-1991","Bridgestone/other","technical report","1"
"W04_WET_INTERMEDIATE","1972","1976","Historic Racing Reference","Pirelli","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1950","1959","Touring / saloon racing — pre-1963","Firestone","technical report","1"
"W04_WET_INTERMEDIATE","1993","1996","Formula Ford — 1993-2010","Dunlop","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1977","1981","Group 2 / ETCC — 1976-1981","Avon","technical report","1"
"W04_WET_INTERMEDIATE","1960","1965","Japanese GT / touring — pre-JGTC","Pirelli","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1997","2001","Historic Racing Reference","Firestone","technical report","1"
"W04_WET_INTERMEDIATE","1982","1986","IMSA GT — 1982-1993","Dunlop","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1972","1975","Group 2 / ETCC — 1970-1975","Bridgestone/other","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1950","1959","Formula 1 — early World Championship","Pirelli","technical paper","1"
"W04_WET_INTERMEDIATE","1993","1996","Le Mans Prototype transition","Firestone","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1977","1981","General Racing Tire","Dunlop","technical paper","1"
"W04_WET_INTERMEDIATE","1960","1962","Touring / saloon racing — pre-1963","Avon","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1997","2001","Formula Ford — 1993-2010","Michelin","technical paper","1"
"W04_WET_INTERMEDIATE","1982","1986","Group A touring — 1982-1992","Goodyear","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1966","1971","Japanese GT / touring — pre-JGTC","Bridgestone/other","technical paper","1"
"W04_WET_INTERMEDIATE","2002","2010","Historic Racing Reference","Pirelli","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1987","1991","IMSA GT — 1982-1993","Firestone","technical paper","1"
"W04_WET_INTERMEDIATE","1972","1976","USAC Championship Car / Indianapolis","Dunlop","period technical/race article","1"
"W04_WET_INTERMEDIATE","1992","1996","Formula 3 — 1991-2010","Pirelli","period technical/race article","1"
"W04_WET_INTERMEDIATE","1977","1981","Rallycross — 1967-1981","Firestone","government technical report","1"
"W04_WET_INTERMEDIATE","1960","1965","Formula 1 — early World Championship","Dunlop","supplier racing document","1"
"W04_WET_INTERMEDIATE","1997","1999","Le Mans Prototype transition","Avon","government technical report","1"
"W04_WET_INTERMEDIATE","1982","1986","General Racing Tire","Michelin","period technical/race article","1"
"W04_WET_INTERMEDIATE","1966","1971","Trans-Am — 1966-1972","Goodyear","government technical report","1"
"W04_WET_INTERMEDIATE","2002","2010","Formula Ford — 1993-2010","Bridgestone/other","supplier racing document","1"
"W04_WET_INTERMEDIATE","1987","1991","Group A touring — 1982-1992","Pirelli","government technical report","1"
"W04_WET_INTERMEDIATE","1972","1976","Japanese GT / touring — pre-JGTC","Firestone","period technical/race article","1"
"W04_WET_INTERMEDIATE","1994","1996","GT2 / GTS — 1994-2004 sanction-specific","Avon","period technical/race article","1"
"W04_WET_INTERMEDIATE","1977","1981","Historic Racing Reference","Michelin","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1960","1963","Sports racing / prototypes — 1950-1963","Goodyear","technical report","1"
"W04_WET_INTERMEDIATE","1997","2001","Formula 3 — 1991-2010","Bridgestone/other","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1982","1986","World Rally Championship — 1979-1986","Pirelli","technical report","1"
"W04_WET_INTERMEDIATE","1966","1971","Formula 1 — 3-litre/cross-ply-to-radial transition","Firestone","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","2002","1993","IMSA GTP","Goodyear","technical report","1"
"W04_WET_INTERMEDIATE","1987","1991","General Racing Tire","Bridgestone/other","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1972","1976","IMSA GT — 1971-1981","Pirelli","technical report","1"
"W04_WET_INTERMEDIATE","1950","1959","Historic Racing Reference","Firestone","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1992","1993","Group C","Dunlop","technical report","1"
"W04_WET_INTERMEDIATE","1977","1981","Sports racing / prototypes — 1972-1981","Avon","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1997","2001","GT2 / GTS — 1994-2004 sanction-specific","Goodyear","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1982","1986","Historic Racing Reference","Bridgestone/other","technical paper","1"
"W04_WET_INTERMEDIATE","1966","1969","GT40-era endurance","Pirelli","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","2002","2010","Formula 3 — 1991-2010","Firestone","technical paper","1"
"W04_WET_INTERMEDIATE","1987","1991","World Rally Championship — 1987-2001","Dunlop","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1972","1976","Formula 1 — 3-litre/cross-ply-to-radial transition","Avon","technical paper","1"
"W04_WET_INTERMEDIATE","1950","1959","Touring / saloon racing — pre-1963","Michelin","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1992","1996","General Tire Mechanics","Goodyear","technical paper","1"
"W04_WET_INTERMEDIATE","1977","1981","NASCAR stock car — 1972-1991","Bridgestone/other","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1960","1965","Historic Racing Reference","Pirelli","technical paper","1"
"W04_WET_INTERMEDIATE","1997","1969","Group 4 Sports Cars — 1966-1969","Michelin","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1982","1986","Group C","Goodyear","technical paper","1"
"W04_WET_INTERMEDIATE","1966","1971","Can-Am — original","Bridgestone/other","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","2005","2010","GT2 / GTS — 2005-2010 sanction-specific","Pirelli","technical paper","1"
"W04_WET_INTERMEDIATE","1950","1955","AAA Championship Car / Indianapolis","Avon","technical paper","1"
"W04_WET_INTERMEDIATE","1994","1996","BPR Global GT","Michelin","government technical report","1"
"W04_WET_INTERMEDIATE","1977","1981","Formula 2 — 1972-1984","Goodyear","period technical/race article","1"
"W04_WET_INTERMEDIATE","1963","1965","Group 2 / ETCC — 1963-1969","Bridgestone/other","government technical report","1"
"W04_WET_INTERMEDIATE","1982","1986","NASCAR stock car — 1972-1991","Firestone","government technical report","1"
"W04_WET_INTERMEDIATE","1966","1971","Historic Racing Reference","Dunlop","supplier racing document","1"
"W04_WET_INTERMEDIATE","2002","1969","Group 4 Sports Cars — 1966-1969","Avon","government technical report","1"
"W04_WET_INTERMEDIATE","1972","1976","Sports racing / prototypes — 1972-1981","Goodyear","government technical report","1"
"W04_WET_INTERMEDIATE","1997","2001","FIA GT — 1997-2009","Bridgestone/other","technical report","1"
"W04_WET_INTERMEDIATE","1982","1984","Formula 2 — 1972-1984","Pirelli","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1966","1969","Group 2 / ETCC — 1963-1969","Firestone","technical report","1"
"W04_WET_INTERMEDIATE","2002","2010","General Tire Mechanics","Dunlop","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1987","1991","NASCAR stock car — 1972-1991","Avon","technical report","1"
"W04_WET_INTERMEDIATE","1972","1976","Historic Racing Reference","Michelin","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1950","1959","Touring / saloon racing — pre-1963","Goodyear","technical report","1"
"W04_WET_INTERMEDIATE","1993","1996","Formula Ford — 1993-2010","Bridgestone/other","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1977","1981","Group 2 / ETCC — 1976-1981","Pirelli","technical report","1"
"W04_WET_INTERMEDIATE","1960","1965","Japanese GT / touring — pre-JGTC","Firestone","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1982","1986","IMSA GT — 1982-1993","Avon","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1966","1971","USAC Championship Car / Indianapolis","Michelin","technical paper","1"
"W04_WET_INTERMEDIATE","2002","2009","FIA GT — 1997-2009","Goodyear","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1987","1991","International Formula 3000","Dunlop","technical paper","1"
"W04_WET_INTERMEDIATE","1972","1975","Group 2 / ETCC — 1970-1975","Avon","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1950","1959","Formula 1 — early World Championship","Michelin","technical paper","1"
"W04_WET_INTERMEDIATE","1993","1996","Le Mans Prototype transition","Goodyear","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1977","1981","General Racing Tire","Bridgestone/other","technical paper","1"
"W04_WET_INTERMEDIATE","1960","1962","Touring / saloon racing — pre-1963","Pirelli","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1997","2001","Formula Ford — 1993-2010","Firestone","technical paper","1"
"W04_WET_INTERMEDIATE","1982","1986","Group A touring — 1982-1992","Dunlop","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1966","1971","Japanese GT / touring — pre-JGTC","Avon","technical paper","1"
"W04_WET_INTERMEDIATE","2002","2010","Historic Racing Reference","Michelin","supplier racing document","1"
"W04_WET_INTERMEDIATE","1987","1991","IMSA GT — 1982-1993","Goodyear","government technical report","1"
"W04_WET_INTERMEDIATE","1972","1976","USAC Championship Car / Indianapolis","Bridgestone/other","technical paper","1"
"W04_WET_INTERMEDIATE","1950","1959","Sports racing / prototypes — 1950-1963","Pirelli","government technical report","1"
"W04_WET_INTERMEDIATE","1977","1981","Rallycross — 1967-1981","Dunlop","government technical report","1"
"W04_WET_INTERMEDIATE","1960","1965","Formula 1 — early World Championship","Avon","period technical/race article","1"
"W04_WET_INTERMEDIATE","1997","1999","Le Mans Prototype transition","Michelin","government technical report","1"
"W04_WET_INTERMEDIATE","1982","1986","General Racing Tire","Firestone","technical paper","1"
"W04_WET_INTERMEDIATE","1966","1971","Trans-Am — 1966-1972","Dunlop","government technical report","1"
"W04_WET_INTERMEDIATE","2002","2010","Formula Ford — 1993-2010","Avon","technical paper","1"
"W04_WET_INTERMEDIATE","1987","1991","Group A touring — 1982-1992","Michelin","government technical report","1"
"W04_WET_INTERMEDIATE","1972","1976","Japanese GT / touring — pre-JGTC","Goodyear","supplier racing document","1"
"W04_WET_INTERMEDIATE","1960","1963","Sports racing / prototypes — 1950-1963","Dunlop","technical report","1"
"W04_WET_INTERMEDIATE","1997","2001","Formula 3 — 1991-2010","Avon","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1982","1986","World Rally Championship — 1979-1986","Michelin","technical report","1"
"W04_WET_INTERMEDIATE","1966","1971","Formula 1 — 3-litre/cross-ply-to-radial transition","Goodyear","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","2002","1993","IMSA GTP","Bridgestone/other","technical report","1"
"W04_WET_INTERMEDIATE","1987","1991","General Racing Tire","Pirelli","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1972","1976","IMSA GT — 1971-1981","Firestone","technical report","1"
"W04_WET_INTERMEDIATE","1950","1959","Historic Racing Reference","Dunlop","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1992","1993","Group C","Avon","technical report","1"
"W04_WET_INTERMEDIATE","1977","1981","Sports racing / prototypes — 1972-1981","Pirelli","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1966","1969","GT40-era endurance","Michelin","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","2002","2010","Formula 3 — 1991-2010","Goodyear","technical paper","1"
"W04_WET_INTERMEDIATE","1987","1991","World Rally Championship — 1987-2001","Bridgestone/other","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1972","1976","Formula 1 — 3-litre/cross-ply-to-radial transition","Pirelli","technical paper","1"
"W04_WET_INTERMEDIATE","1950","1959","Touring / saloon racing — pre-1963","Firestone","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1992","1996","General Tire Mechanics","Dunlop","technical paper","1"
"W04_WET_INTERMEDIATE","1977","1981","NASCAR stock car — 1972-1991","Avon","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1960","1965","Historic Racing Reference","Michelin","technical paper","1"
"W04_WET_INTERMEDIATE","1997","1969","Group 4 Sports Cars — 1966-1969","Goodyear","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1982","1986","Group C","Bridgestone/other","technical paper","1"
"W04_WET_INTERMEDIATE","1966","1971","Can-Am — original","Pirelli","period technical/race article","1"
"W04_WET_INTERMEDIATE","2005","2010","GT2 / GTS — 2005-2010 sanction-specific","Firestone","government technical report","1"
"W04_WET_INTERMEDIATE","1987","1991","Historic Racing Reference","Dunlop","supplier racing document","1"
"W04_WET_INTERMEDIATE","1972","1976","Group 4 Special GT — 1970-1981","Bridgestone/other","government technical report","1"
"W04_WET_INTERMEDIATE","1950","1955","AAA Championship Car / Indianapolis","Pirelli","supplier racing document","1"
"W04_WET_INTERMEDIATE","1994","1996","BPR Global GT","Firestone","government technical report","1"
"W04_WET_INTERMEDIATE","1977","1981","Formula 2 — 1972-1984","Dunlop","period technical/race article","1"
"W04_WET_INTERMEDIATE","1963","1965","Group 2 / ETCC — 1963-1969","Avon","government technical report","1"
"W04_WET_INTERMEDIATE","1997","2001","General Tire Mechanics","Michelin","supplier racing document","1"
"W04_WET_INTERMEDIATE","1982","1986","NASCAR stock car — 1972-1991","Goodyear","government technical report","1"
"W04_WET_INTERMEDIATE","1966","1971","Historic Racing Reference","Bridgestone/other","technical paper","1"
"W04_WET_INTERMEDIATE","2002","1969","Group 4 Sports Cars — 1966-1969","Pirelli","government technical report","1"
"W04_WET_INTERMEDIATE","1987","1991","Group C","Firestone","supplier racing document","1"
"W04_WET_INTERMEDIATE","1972","1976","Sports racing / prototypes — 1972-1981","Dunlop","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1950","1959","Japanese GT / touring — pre-JGTC","Avon","technical report","1"
"W04_WET_INTERMEDIATE","1992","1996","Historic Racing Reference","Michelin","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1977","1981","IMSA GT — 1971-1981","Goodyear","technical report","1"
"W04_WET_INTERMEDIATE","1960","1965","USAC Championship Car / Indianapolis","Bridgestone/other","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1997","2001","FIA GT — 1997-2009","Pirelli","technical report","1"
"W04_WET_INTERMEDIATE","1982","1984","Formula 2 — 1972-1984","Firestone","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1966","1969","Group 2 / ETCC — 1963-1969","Goodyear","technical report","1"
"W04_WET_INTERMEDIATE","2002","2010","General Tire Mechanics","Bridgestone/other","period race report / technical feature","1"
